beneficiaria_id,beneficiaria_nome,id,secretaria_id,secretaria_sigla,valor_recurso,valor_repasse
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8659,13,SMS,0.00,36880.56
528,INSTITUTO ARTE NO DIQUE,8664,24,SEMAM,0.00,0
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,8668,13,SMS,0.00,500000
182,CASA VÓ BENEDITA,8677,19,SEDS,0.00,77624.71
203,EDUCANDÁRIO SANTISTA,8678,12,SEDUC,0.00,1175737.92
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,8694,12,SEDUC,0.00,893605.08
573,ICA - INSTITUTO CONSTRUINDO O AMANHÃ,8709,31,SECOM,0.00,41535
5,ASILO DE INVÁLIDOS DE SANTOS,8710,19,SEDS,0.00,75694.37
174,ASSOCIAÇÃO PROJETO TAMTAM,8712,16,SECULT,0.00,21000
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,8718,23,SEMES,0.00,94500
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,8719,30,SEMULHER,0.00,0
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,8720,12,SEDUC,0.00,485365.07999999996
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,8725,13,SMS,0.00,300000
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,8726,13,SMS,0.00,2256450.94
172,ASSOCIAÇÃO FILANTRÓPICA CATÓLICA ORTODOXA,8728,12,SEDUC,0.00,356646.9
552,ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA SOCIAL AO EXCEPCIONAL - ABASE,8733,19,SEDS,0.00,50000
119,CEREX - ASSOCIAÇÃO DE PAIS PRÓ CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,8735,12,SEDUC,0.00,434335.07999999996
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,8736,19,SEDS,0.00,61417.34
182,CASA VÓ BENEDITA,8737,19,SEDS,0.00,77624.72
119,CEREX - ASSOCIAÇÃO DE PAIS PRÓ CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,8738,13,SMS,0.00,33003
181,CASA DO PARAPLÃ‰GICO DE SANTOS,8740,19,SEDS,0.00,100570.58
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8743,13,SMS,0.00,4769556.33
95,ASPP - ASSISTÃŠNCIA SOCIAL DA PONTA DA PRAIA,8744,12,SEDUC,0.00,283190.52
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,8745,19,SEDS,0.00,22838.61
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8747,13,SMS,0.00,4500000
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8748,13,SMS,0.00,1400616.85
185,CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL,8750,29,SEFIN,0.00,436958.16
469,LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE,8751,19,SEDS,0.00,81100.99
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,8752,19,SEDS,0.00,27103.61
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8755,12,SEDUC,0.00,1282853.85
6,SANTOS CONVENTION & VISITORS BUREAU,8758,20,SETUR,0.00,30323.75
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8759,13,SMS,0.00,4992345.15
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,8760,13,SMS,0.00,7504
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,8761,19,SEDS,805494.43,100494.34
498,USC SAÚDE,8765,13,SMS,0.00,545882.55
457,INSTITUIÇÃO DE ASSISTÊNCIA À CRIANÇA PROFESSORA EDNA SOUZA - IACPES,8767,12,SEDUC,0.00,366745.68
469,LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE,8768,19,SEDS,0.00,0
203,EDUCANDÁRIO SANTISTA,8771,19,SEDS,0.00,55974.45
203,EDUCANDÁRIO SANTISTA,8772,19,SEDS,0.00,76062.02
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,8774,19,SEDS,805494.43,100494.34
16,GALP - GRUPO AMIGO DO LAR POBRE,8775,19,SEDS,0.00,5563.94
98,ASSOCIAÃ‡ÃƒO BENEFICENTE ÃGAPE,8777,12,SEDUC,0.00,298554
177,ASSOCIAÇÃO SOCIAL SAGRADA FAMÍLIA,8782,12,SEDUC,0.00,1125711.66
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,8783,19,SEDS,0.00,54786
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,8784,19,SEDS,0.00,51634
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,8788,13,SMS,0.00,2432435.64
100,INSTITUTO OSVALDO DE ROSIS,8791,23,SEMES,0.00,7392
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,8795,17,SESEG,0.00,20000
5,ASILO DE INVÁLIDOS DE SANTOS,8796,19,SEDS,0.00,75694.37
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,8799,17,SESEG,0.00,20000
187,CENTRO DE CONVIVENCIA ESPERANÇA E VIDA - CCEV,8800,12,SEDUC,0.00,453326.30999999994
539,ASSOCIAÇÃO BALÉ DA CIDADE DE SANTOS,8802,16,SECULT,0.00,43575
103,ASSOCIAÇÃO BRASILEIRA DE APOIO E COMBATE AO CÂNCER INFANTO JUVENIL - ABRACCII,8803,13,SMS,0.00,19950
111,ASSOCIAÃ‡ÃƒO CRISTÃƒ BENEFICENTE EURÃPEDES BARSANULFO,8804,12,SEDUC,0.00,290927.76
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,8805,13,SMS,0.00,500000
202,EDUCANDÁRIO ANÁLIA FRANCO,8821,19,SEDS,0.00,48572.87
94,AMEM - ASSISTÊNCIA AO MENOR ENFERMO MENTAL,8822,12,SEDUC,0.00,536395.08
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,8823,19,SEDS,0.00,2768.06
122,ASSOCIAÇÃO DOS COMBATENTES DE 1932 DE SANTOS,8824,11,GPM,0.00,0
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,8825,13,SMS,0.00,30000
90,ABRACE - ASSOCIAÇÃO BRASILEIRA DE ARTES CÊNICAS,8827,16,SECULT,0.00,61997.87
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8828,19,SEDS,0.00,0
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8831,19,SEDS,0.00,3598.48
189,CENTRO ESPÍRITA ISMÊNIA DE JESUS,8833,12,SEDUC,0.00,602097.3
596,INSTITUTO DEVIR EDUCOM,8834,30,SEMULHER,0.00,0
453,GBMAR - GRUPAMENTO DE BOMBEIRO MARÍTIMO,8835,17,SESEG,0.00,6000
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,8838,30,SEMULHER,0.00,37040
466,LAR DAS MOÇAS CEGAS,8839,13,SMS,0.00,84143.11
100,INSTITUTO OSVALDO DE ROSIS,8840,23,SEMES,0.00,49188.8
16,GALP - GRUPO AMIGO DO LAR POBRE,8842,19,SEDS,0.00,16580.37
101,ASSOCIAÇÃO BENEFICENTE SÃO JOSÉ - Creche Pe. Lúcio Floro,8844,12,SEDUC,0.00,360411.27
93,ASSISTÊNCIA À INFÂNCIA DE SANTOS GOTA DE LEITE,8845,12,SEDUC,0.00,481402.5
112,ASSOCIAÇÃO DE AMOR À CRIANÇA ARCANJO RAFAEL,8856,12,SEDUC,0.00,4737606.75
199,CRECHE COMUNITARIA CANTINHO DO RÁDIO CLUBE,8857,12,SEDUC,0.00,677564.1000000001
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,8858,19,SEDS,0.00,0
585,GRÊMIO RECREATIVO E CULTURAL ESCOLA DE SAMBA IMPÉRIO DA VILA,8859,16,SECULT,0.00,0
169,ASSOCIAÇÃO EQUOTERAPIA,8860,13,SMS,0.00,137609.11000000002
202,EDUCANDÁRIO ANÁLIA FRANCO,8862,19,SEDS,0.00,48572.87
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,8863,19,SEDS,0.00,0
197,CRECHE COMUNITÁRIA AMIGOS UNIDADE 2,8868,12,SEDUC,0.00,495898.35000000003
202,EDUCANDÁRIO ANÁLIA FRANCO,8873,12,SEDUC,0.00,623418.96
169,ASSOCIAÇÃO EQUOTERAPIA,8874,13,SMS,0.00,137609.12
120,APASEM - ASSOCIAÇÃO DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESTRELA DO MAR,8883,12,SEDUC,0.00,1162352.4
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,8884,13,SMS,0.00,100594.24
573,ICA - INSTITUTO CONSTRUINDO O AMANHÃ,8887,31,SECOM,0.00,41535
186,CECAJAS - CENTRO DE CAPACITAÇÃO DE JOVENS E ADULTOS DE SANTOS,8889,12,SEDUC,0.00,131351.16
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,8895,30,SEMULHER,0.00,0
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,8896,19,SEDS,0.00,52442.52
466,LAR DAS MOÇAS CEGAS,8898,12,SEDUC,0.00,1180793.85
182,CASA VÓ BENEDITA,8899,19,SEDS,0.00,77624.7
115,ACES - ASSOCIAÇÃO DE CRIANÇAS ESPECIAIS DE SANTOS,8900,12,SEDUC,0.00,268197.54
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,8903,13,SMS,0.00,2815002.31
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,8907,13,SMS,0.00,500000
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,8908,13,SMS,0.00,2014877.68
6,SANTOS CONVENTION & VISITORS BUREAU,8910,20,SETUR,0.00,30323.75
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,8912,19,SEDS,0.00,61417.34
201,CRUZADA DAS SENHORAS CATÓLICAS,8913,12,SEDUC,0.00,515049.78
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,8914,12,SEDUC,0.00,510880.07999999996
185,CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL,8915,29,SEFIN,0.00,378443.8
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8916,13,SMS,0.00,4500000
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8917,13,SMS,0.00,1400616.85
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8918,13,SMS,0.00,3485317.6
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,8923,13,SMS,0.00,4992345.15
92,ASPPE - PESQUISA PREVENÇÃO E EDUCAÇÃO,8924,19,SEDS,0.00,92530.86
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,8925,19,SEDS,0.00,26168.75
92,ASPPE - PESQUISA PREVENÇÃO E EDUCAÇÃO,8926,19,SEDS,0.00,92530.86
498,USC SAÚDE,8935,13,SMS,0.00,545882.55
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,8937,12,SEDUC,0.00,808274.8500000001
599,"AEECS - ASSOCIAÇÃO ESPORTIVA, EDUCACIONAL, CULTURAL E SOCIAL FORMANDO CIDADÃO",8938,23,SEMES,0.00,45084.44
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,8939,13,SMS,0.00,2468177
204,ESCOLA PORTUGUESA,8940,12,SEDUC,0.00,234317.64
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,8941,13,SMS,0.00,300000
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,8942,17,SESEG,0.00,20000
528,INSTITUTO ARTE NO DIQUE,8944,16,SECULT,0.00,88926
203,EDUCANDÁRIO SANTISTA,8945,19,SEDS,0.00,55974.45
198,CRECHE COMUNITARIA AMIGOS UNIDADE 1,8946,12,SEDUC,0.00,322046.64
105,ASSOCIAÇÃO BRASILEIRA DE EDUCAÇÃO E CULTURA - ABEC,8947,12,SEDUC,0.00,305094.9
596,INSTITUTO DEVIR EDUCOM,8948,30,SEMULHER,0.00,40571.5
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8949,12,SEDUC,0.00,1282853.85
203,EDUCANDÁRIO SANTISTA,8950,19,SEDS,0.00,76062.02
493,SOCIEDADE FILANTRÓPICA DAMASCO,8951,12,SEDUC,0.00,172376.97
469,LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE,8952,19,SEDS,0.00,81100.99
583,GRÊMIO RECREATIVO CULTURAL E ESCOLA DE SAMBA MOCIDADE INDEPENDÊNCIA,8953,16,SECULT,0.00,0
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,8954,13,SMS,0.00,82500
453,GBMAR - GRUPAMENTO DE BOMBEIRO MARÍTIMO,8955,17,SESEG,0.00,6000
170,ASSOCIAÇÃO ESPÍRITA SEARA DE JESUS,8956,12,SEDUC,0.00,536395.08
528,INSTITUTO ARTE NO DIQUE,8957,31,SECOM,0.00,122580
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,8958,13,SMS,0.00,41250
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8959,19,SEDS,0.00,19772.52
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,8960,19,SEDS,0.00,3598.48
182,CASA VÓ BENEDITA,8961,19,SEDS,0.00,77624.69
528,INSTITUTO ARTE NO DIQUE,8962,12,SEDUC,0.00,1595187
181,CASA DO PARAPLÃ‰GICO DE SANTOS,8966,19,SEDS,0.00,100572.25
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,8967,13,SMS,0.00,30000
174,ASSOCIAÇÃO PROJETO TAMTAM,8968,16,SECULT,0.00,19995.52
103,ASSOCIAÇÃO BRASILEIRA DE APOIO E COMBATE AO CÂNCER INFANTO JUVENIL - ABRACCII,8971,13,SMS,0.00,19950
674,CONFEDERAÃ‡ÃƒO BRASILEIRA DE SKATEBOARDING,8972,23,SEMES,0.00,80453.08
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,8974,19,SEDS,0.00,2768.06
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,8975,19,SEDS,0.00,7604.82
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,8976,19,SEDS,0.00,7604.82
127,ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA MÁGICA,8978,12,SEDUC,0.00,592308
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,8979,13,SMS,0.00,500000
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,8980,30,SEMULHER,0.00,0
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,8981,30,SEMULHER,0.00,0
5,ASILO DE INVÁLIDOS DE SANTOS,8982,19,SEDS,0.00,75694.37
186,CECAJAS - CENTRO DE CAPACITAÇÃO DE JOVENS E ADULTOS DE SANTOS,8983,12,SEDUC,0.00,333520.74
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,8985,13,SMS,0.00,16080
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,8986,13,SMS,0.00,2432144.78
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,8987,30,SEMULHER,0.00,0
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,8988,12,SEDUC,0.00,874613.8500000001
202,EDUCANDÁRIO ANÁLIA FRANCO,8990,19,SEDS,0.00,100000
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,8991,13,SMS,439000.00,0
466,LAR DAS MOÇAS CEGAS,8992,13,SMS,0.00,84143.11
100,INSTITUTO OSVALDO DE ROSIS,8993,23,SEMES,0.00,41568
467,LAR ESPÍRITA MARIA MÁXIMO,8994,12,SEDUC,0.00,151654.5
109,ASSOCIAÇÃO CASA DE ESTAR DE SANTOS,8995,12,SEDUC,0.00,322651.26
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,8996,19,SEDS,0.00,52442.53
177,ASSOCIAÇÃO SOCIAL SAGRADA FAMÍLIA,8997,12,SEDUC,0.00,974040.3700000001
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,8998,19,SEDS,0.00,28185.74
457,INSTITUIÇÃO DE ASSISTÊNCIA À CRIANÇA PROFESSORA EDNA SOUZA - IACPES,8999,12,SEDUC,0.00,366745.68
573,ICA - INSTITUTO CONSTRUINDO O AMANHÃ,9000,31,SECOM,0.00,41535
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,9001,13,SMS,439000.00,0
548,SOCIEDADE ESPORTIVA CANTAREIRA,9002,23,SEMES,0.00,50549.92
93,ASSISTÊNCIA À INFÂNCIA DE SANTOS GOTA DE LEITE,9003,12,SEDUC,0.00,378379.2
551,BANDA MUSICAL CARLOS GOMES,9004,16,SECULT,0.00,53126.26000000001
465,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,9005,13,SMS,0.00,0
552,ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA SOCIAL AO EXCEPCIONAL - ABASE,9006,19,SEDS,0.00,50000
552,ASSOCIAÃ‡ÃƒO BENEFICENTE DE ASSISTÃŠNCIA SOCIAL AO EXCEPCIONAL - ABASE,9008,19,SEDS,0.00,50000
192,COMUNIDADE ASSISTENCIAL ESPÍRITA LAR VENERANDA,9010,12,SEDUC,0.00,312689.1
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,9011,19,SEDS,805494.43,100494.35
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,9012,19,SEDS,0.00,61417.34
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,9013,23,SEMES,0.00,34612.5
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,9014,12,SEDUC,0.00,1993500.3599999999
172,ASSOCIAÇÃO FILANTRÓPICA CATÓLICA ORTODOXA,9016,12,SEDUC,0.00,356646.9
113,ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ INFÃ‚NCIA ESTRELA GUIA,9017,12,SEDUC,0.00,297036.27
465,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,9018,13,SMS,0.00,0
531,FUNDAÇÃO PINACOTECA BENEDICTO CALIXTO,9019,16,SECULT,0.00,60000
185,CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL,9020,29,SEFIN,0.00,381597.41
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,9021,13,SMS,0.00,0
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,9022,13,SMS,439000.00,0
6,SANTOS CONVENTION & VISITORS BUREAU,9023,20,SETUR,0.00,30323.75
102,ASSOCIAÇÃO BENEFICENTE SONY BARSOTTI MEY,9024,12,SEDUC,0.00,106077.06
175,ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE,9025,13,SMS,0.00,2900
175,ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE,9026,13,SMS,0.00,2367
175,ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE,9027,13,SMS,0.00,1800
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,9028,13,SMS,439000.00,0
466,LAR DAS MOÇAS CEGAS,9029,12,SEDUC,0.00,1180793.85
182,CASA VÓ BENEDITA,9030,19,SEDS,0.00,80954.79
171,ASSOCIAÇÃO FÁBRICA DE SOLIDARIEDADE,9031,12,SEDUC,0.00,180736.71
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,9033,30,SEMULHER,0.00,0
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,9035,19,SEDS,0.00,9886.26
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,9036,19,SEDS,0.00,3598.48
469,LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE,9037,19,SEDS,0.00,81100.99
465,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,9039,13,SMS,0.00,0
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,9040,13,SMS,0.00,100594.24
596,INSTITUTO DEVIR EDUCOM,9052,30,SEMULHER,0.00,0
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,9053,31,SECOM,0.00,65610
472,NUREX - NÚCLEO DE REABILITAÇÃO DO EXCEPCIONAL SÃO VICENTE DE PAULO,9054,12,SEDUC,0.00,721523.8500000001
203,EDUCANDÁRIO SANTISTA,9055,12,SEDUC,0.00,1050818.34
682,FAPUNIFESP - FUNDAÃ‡ÃƒO DE APOIO Ã€ UNIVERSIDADE FEDERAL DE SÃƒO PAULO,9056,24,SEMAM,0.00,0
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,9060,13,SMS,0.00,25570.96
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,9065,13,SMS,0.00,9466774.19
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,9066,12,SEDUC,0.00,1280983.5
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,9067,12,SEDUC,0.00,1044600
203,EDUCANDÁRIO SANTISTA,9068,19,SEDS,0.00,76062.04
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,9070,13,SMS,0.00,1400616.85
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,9071,13,SMS,0.00,3487382.59
465,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,9072,13,SMS,0.00,0
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,9074,13,SMS,0.00,2007423.7
203,EDUCANDÁRIO SANTISTA,9075,19,SEDS,0.00,55974.47
202,EDUCANDÁRIO ANÁLIA FRANCO,9076,12,SEDUC,0.00,591209.53
128,ASSOCIAÇÃO EMEENE DE SANTOS - CRECHE MUNDO NOVO,9077,12,SEDUC,0.00,459245.10000000003
