beneficiaria_id;beneficiaria_nome;id;secretaria_id;secretaria_sigla;valor_recurso;valor_repasse;ano_recurso;beneficiaria_nome_norm;match_name;match_cnpj;match_type;score;cd_natureza_juridica;natureza_juridica_desc
16;GALP - GRUPO AMIGO DO LAR POBRE;5964;19;SEDS;63047,57;5563,93;2024;GALP - GRUPO AMIGO DO LAR POBRE;GRUPO DE APOIO A INCLUSAO SOCIAL E PROFISSIONAL;58258633000184,0;Manual (GALP);1,0;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;6108;19;SEDS;453173,42;75528,94;2024;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;6123;19;SEDS;72827,92;12138,06;2024;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
466;LAR DAS MOÇAS CEGAS;6169;13;SMS;1009717,32;131824,2;2024;LAR DAS MOCAS CEGAS;LAR DAS MOCAS CEGAS;58198227000173,0;Exact;1,0;3999,0;Associacao Privada
203;EDUCANDÁRIO SANTISTA;6172;19;SEDS;688698,72;60777,67;2024;EDUCANDARIO SANTISTA;EDUCANDARIO SANTISTA;58247503000146,0;Exact;1,0;3999,0;Associacao Privada
203;EDUCANDÁRIO SANTISTA;6175;19;SEDS;368594,24;32528,46;2024;EDUCANDARIO SANTISTA;EDUCANDARIO SANTISTA;58247503000146,0;Exact;1,0;3999,0;Associacao Privada
202;EDUCANDÁRIO ANÁLIA FRANCO;6182;19;SEDS;405969,18;35826,78;2024;EDUCANDARIO ANALIA FRANCO;EDUCANDARIO ANALIA FRANCO;58225905000220,0;Exact;1,0;3999,0;Associacao Privada
477;PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR;6183;13;SMS;20376267,7;250000,0;2024;PRO SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;24232886018023,0;Fuzzy;0,825;3999,0;Associacao Privada
477;PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR;6184;13;SMS;20376267,7;2371204,39;2024;PRO SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;24232886018023,0;Fuzzy;0,825;3999,0;Associacao Privada
5;ASILO DE INVÁLIDOS DE SANTOS;6195;19;SEDS;663015,36;55251,28;2024;ASILO DE INVALIDOS DE SANTOS;ASILO DE INVALIDOS DE SANTOS;58219551000201,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6203;13;SMS;67019,0;73761,12;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6215;19;SEDS;522190,58;80300,41;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6218;19;SEDS;737008,07;61417,34;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
202;EDUCANDÁRIO ANÁLIA FRANCO;6223;19;SEDS;429921,36;46574,81;2024;EDUCANDARIO ANALIA FRANCO;EDUCANDARIO ANALIA FRANCO;58225905000220,0;Exact;1,0;3999,0;Associacao Privada
103;ASSOCIAÇÃO BRASILEIRA DE APOIO E COMBATE AO CÂNCER INFANTO JUVENIL - ABRACCII;6235;13;SMS;239400,0;19950,0;2024;ASSOCIACAO BRASILEIRA DE APOIO E COMBATE AO CANCER INFANTO JUVENIL - ABRACCII;ABRACCII - ASSOCIACAO BRASILEIRA DE APOIO E COMBATE AO CANCER INFANTO JUVENIL;20249929000166,0;Fuzzy;0,8571428571428571;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6242;19;SEDS;122096,72;888,82;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6243;19;SEDS;122096,72;9886,27;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
496;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;6258;13;SMS;18048546,65;2256450,94;2024;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;61699567008843,0;Exact;1,0;3999,0;Associacao Privada
496;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;6260;13;SMS;18048546,65;300000,0;2024;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;61699567008843,0;Exact;1,0;3999,0;Associacao Privada
468;LAR ESPÍRITA MENSAGEIROS DA LUZ;6261;13;SMS;641860,68;53488,39;2024;LAR ESPIRITA MENSAGEIROS DA LUZ;LAR ESPIRITA MENSAGEIROS DA LUZ - PARALISIA CEREBRAL;46781142000134,0;Substring;0,6961538461538461;3999,0;Associacao Privada
182;CASA VÓ BENEDITA;6266;19;SEDS;676615,32;35624,87;2024;CASA VO BENEDITA;CASA VO BENEDITA;55674980000280,0;Exact;1,0;3999,0;Associacao Privada
573;ICA - INSTITUTO CONSTRUINDO O AMANHÃ;6271;31;SECOM;498420,0;41535,0;2024;ICA - INSTITUTO CONSTRUINDO O AMANHA;INSTITUTO CONSTRUINDO O AMANHA;34597152000135,0;Substring;0,8333333333333334;3999,0;Associacao Privada
475;VIDAS RECICLADAS;6272;19;SEDS;695947,19;61417,33;2024;VIDAS RECICLADAS;VIDAS RECICLADAS;8706506000718,0;Exact;1,0;3999,0;Associacao Privada
185;CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL;6276;29;SEFIN;6146688,0;463166,35;2024;CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZACAO PROFISSIONAL E SOCIAL;CENTRO DE APRENDIZAGEM E MOBILIZACAO PROFISSIONAL E SOCIAL - CAMPS;58253667000186,0;Fuzzy;0,8787878787878788;3999,0;Associacao Privada
190;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL;6279;13;SMS;360000,0;30000,0;2024;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAAAO ESPECIAL SIMONE C HORCEL;CENTRO INTERDISCIPLINAR DE EDUCACAO ESPECIAL SIMONE C HORCEL;26841083000135,0;Fuzzy;0,9147286821705426;3999,0;Associacao Privada
182;CASA VÓ BENEDITA;6280;19;SEDS;676615,32;24086,46;2024;CASA VO BENEDITA;CASA VO BENEDITA;55674980000280,0;Exact;1,0;3999,0;Associacao Privada
551;BANDA MUSICAL CARLOS GOMES;6284;16;SECULT;0,0;57955,92000000001;2024;BANDA MUSICAL CARLOS GOMES;BANDA MUSICAL CARLOS GOMES;44967594000180,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6291;19;SEDS;122096,72;3043,78;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
175;ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE;6297;13;SMS;12000,0;5800,0;2024;ASSOCIACAO PROMOCIONAL SOL NASCENTE;ASSOCIACAO PROMOCIONAL SAO JOSE;58258856000141,0;Fuzzy;0,8484848484848485;3999,0;Associacao Privada
498;USC SAÚDE;6299;13;SMS;4129409,52;430146,83;2024;USC SAUDE;USC SAUDE;36123690000202,0;Exact;1,0;3301,0;Organizacao Social (OS)
92;ASPPE - PESQUISA PREVENÇÃO E EDUCAÇÃO;6308;19;SEDS;723109,21;63814,39;2024;ASPPE - PESQUISA PREVENCAO E EDUCACAO;ASPPE - PESQUISA PREVENCAO E EDUCACAO;71554695000100,0;Exact;1,0;3999,0;Associacao Privada
497;UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS;6309;30;SEMULHER;247500,0;0,0;2024;UACEP - UNIAO DE AMPARO A COMUNIDADE DE ESCOLAS PUBLICAS;UNIAO DE AMPARO A COMUNIDADE DE ESCOLAS PUBLICAS ( MINHA COMUNIDADE) - UACEP;9121581000194,0;Fuzzy;0,7272727272727273;3999,0;Associacao Privada
596;INSTITUTO DEVIR EDUCOM;6310;30;SEMULHER;162286,0;18760,75;2024;INSTITUTO DEVIR EDUCOM;INSTITUTO DEVIR EDUCOM;30756002000176,0;Exact;1,0;3999,0;Associacao Privada
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6313;13;SMS;25097004,0;1828730,98;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6314;13;SMS;25097004,0;500000,0;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
170;ASSOCIAÇÃO ESPÍRITA SEARA DE JESUS;6316;13;SMS;11826,1;35478,3;2024;ASSOCIACAO ESPIRITA SEARA DE JESUS;ASSOCIACAO ESPIRITA SEARADE JESUS;58230293000183,0;Fuzzy;0,9850746268656716;3999,0;Associacao Privada
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6317;19;SEDS;737008,07;61417,34;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
125;NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL;6318;13;SMS;192960,0;16080,0;2024;NAPNE - ASSOCIACAO DOS PORTADORES DE DEFICIENCIA MENTAL;ASSOCIACAO DOS PORTADORES DE DEFICIENCIA MENTAL;68018050000130,0;Substring;0,8545454545454545;3999,0;Associacao Privada
473;ONG PATINHAS QUE BRILHAM;6319;24;SEMAM;50000,0;4166,0;2024;ONG PATINHAS QUE BRILHAM;ONG PATINHAS QUE BRILHAM;30851251000140,0;Exact;1,0;3301,0;Organizacao Social (OS)
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6323;19;SEDS;522190,58;96360,48;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
16;GALP - GRUPO AMIGO DO LAR POBRE;6324;19;SEDS;146058,79;12889,66;2024;GALP - GRUPO AMIGO DO LAR POBRE;GRUPO DE APOIO A INCLUSAO SOCIAL E PROFISSIONAL;58258633000184,0;Manual (GALP);1,0;3999,0;Associacao Privada
16;GALP - GRUPO AMIGO DO LAR POBRE;6326;19;SEDS;146058,79;16580,42;2024;GALP - GRUPO AMIGO DO LAR POBRE;GRUPO DE APOIO A INCLUSAO SOCIAL E PROFISSIONAL;58258633000184,0;Manual (GALP);1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6328;13;SMS;36880,56;0,0;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6329;13;SMS;36880,56;36880,56;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6330;19;SEDS;122096,72;3043,78;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
466;LAR DAS MOÇAS CEGAS;6332;13;SMS;1009717,32;84143,11;2024;LAR DAS MOCAS CEGAS;LAR DAS MOCAS CEGAS;58198227000173,0;Exact;1,0;3999,0;Associacao Privada
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6340;13;SMS;25097004,0;1795577,33;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6341;13;SMS;25097004,0;500000,0;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
103;ASSOCIAÇÃO BRASILEIRA DE APOIO E COMBATE AO CÂNCER INFANTO JUVENIL - ABRACCII;6343;13;SMS;239400,0;19950,0;2024;ASSOCIACAO BRASILEIRA DE APOIO E COMBATE AO CANCER INFANTO JUVENIL - ABRACCII;ABRACCII - ASSOCIACAO BRASILEIRA DE APOIO E COMBATE AO CANCER INFANTO JUVENIL;20249929000166,0;Fuzzy;0,8571428571428571;3999,0;Associacao Privada
468;LAR ESPÍRITA MENSAGEIROS DA LUZ;6350;19;SEDS;170063,7;11847,47;2024;LAR ESPIRITA MENSAGEIROS DA LUZ;LAR ESPIRITA MENSAGEIROS DA LUZ - PARALISIA CEREBRAL;46781142000134,0;Substring;0,6961538461538461;3999,0;Associacao Privada
182;CASA VÓ BENEDITA;6355;19;SEDS;676615,32;77624,69;2024;CASA VO BENEDITA;CASA VO BENEDITA;55674980000280,0;Exact;1,0;3999,0;Associacao Privada
190;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL;6357;13;SMS;360000,0;29841,19;2024;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAAAO ESPECIAL SIMONE C HORCEL;CENTRO INTERDISCIPLINAR DE EDUCACAO ESPECIAL SIMONE C HORCEL;26841083000135,0;Fuzzy;0,9147286821705426;3999,0;Associacao Privada
5;ASILO DE INVÁLIDOS DE SANTOS;6364;19;SEDS;663015,36;55251,28;2024;ASILO DE INVALIDOS DE SANTOS;ASILO DE INVALIDOS DE SANTOS;58219551000201,0;Exact;1,0;3999,0;Associacao Privada
477;PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR;6375;13;SMS;20376267,7;250000,0;2024;PRO SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;24232886018023,0;Fuzzy;0,825;3999,0;Associacao Privada
477;PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR;6377;13;SMS;20376267,7;2365626,61;2024;PRO SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR;PRO-SAUDE ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL E HOSPITALAR - EM RECUPERACAO JUDICIAL;24232886018023,0;Fuzzy;0,825;3999,0;Associacao Privada
118;APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;6378;19;SEDS;91257,88;7604,86;2024;APAE - ASSOCIAAAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;58238866000387,0;Fuzzy;0,9217391304347826;3999,0;Associacao Privada
6;SANTOS CONVENTION & VISITORS BUREAU;6382;20;SETUR;180000,0;24698,24;2024;SANTOS CONVENTION & VISITORS BUREAU;SANTOS CONVENTION & VISITORS BUREAU;5046291000172,0;Exact;1,0;3999,0;Associacao Privada
528;INSTITUTO ARTE NO DIQUE;6383;24;SEMAM;1793000,0;152290,0;2024;INSTITUTO ARTE NO DIQUE;INSTITUTO ARTE NO DIQUE;7269609000290,0;Exact;1,0;3999,0;Associacao Privada
528;INSTITUTO ARTE NO DIQUE;6384;31;SECOM;499230,0;124807,5;2024;INSTITUTO ARTE NO DIQUE;INSTITUTO ARTE NO DIQUE;7269609000290,0;Exact;1,0;3999,0;Associacao Privada
528;INSTITUTO ARTE NO DIQUE;6385;31;SECOM;490320,0;122580,0;2024;INSTITUTO ARTE NO DIQUE;INSTITUTO ARTE NO DIQUE;7269609000290,0;Exact;1,0;3999,0;Associacao Privada
475;VIDAS RECICLADAS;6388;19;SEDS;695947,19;73700,81;2024;VIDAS RECICLADAS;VIDAS RECICLADAS;8706506000718,0;Exact;1,0;3999,0;Associacao Privada
107;ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS;6389;19;SEDS;274063,87;4925,21;2024;ASSOCIACAO CASA DA CRIANCA DE SANTOS;ASSOCIACAO CASA DA CRIANCA DE SANTOS;58218215000163,0;Exact;1,0;3999,0;Associacao Privada
107;ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS;6390;19;SEDS;980581,86;54786,0;2024;ASSOCIACAO CASA DA CRIANCA DE SANTOS;ASSOCIACAO CASA DA CRIANCA DE SANTOS;58218215000163,0;Exact;1,0;3999,0;Associacao Privada
175;ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE;6394;13;SMS;12000,0;5800,0;2024;ASSOCIACAO PROMOCIONAL SOL NASCENTE;ASSOCIACAO PROMOCIONAL SAO JOSE;58258856000141,0;Fuzzy;0,8484848484848485;3999,0;Associacao Privada
125;NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL;6396;13;SMS;192960,0;16080,0;2024;NAPNE - ASSOCIACAO DOS PORTADORES DE DEFICIENCIA MENTAL;ASSOCIACAO DOS PORTADORES DE DEFICIENCIA MENTAL;68018050000130,0;Substring;0,8545454545454545;3999,0;Associacao Privada
203;EDUCANDÁRIO SANTISTA;6397;19;SEDS;368594,24;53671,93;2024;EDUCANDARIO SANTISTA;EDUCANDARIO SANTISTA;58247503000146,0;Exact;1,0;3999,0;Associacao Privada
16;GALP - GRUPO AMIGO DO LAR POBRE;6398;19;SEDS;146058,79;16580,42;2024;GALP - GRUPO AMIGO DO LAR POBRE;GRUPO DE APOIO A INCLUSAO SOCIAL E PROFISSIONAL;58258633000184,0;Manual (GALP);1,0;3999,0;Associacao Privada
94;AMEM - ASSISTÊNCIA AO MENOR ENFERMO MENTAL;6399;12;SEDUC;1858953,6;439643,52;2024;AMEM - ASSISTENCIA AO MENOR ENFERMO MENTAL;ASSISTENCIA AO MENOR ENFERMO MENTAL;58257023000166,0;Substring;0,8333333333333334;3999,0;Associacao Privada
118;APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;6401;19;SEDS;28096,47;683,67;2024;APAE - ASSOCIAAAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS;58238866000387,0;Fuzzy;0,9217391304347826;3999,0;Associacao Privada
573;ICA - INSTITUTO CONSTRUINDO O AMANHÃ;6405;31;SECOM;498420,0;41535,0;2024;ICA - INSTITUTO CONSTRUINDO O AMANHA;INSTITUTO CONSTRUINDO O AMANHA;34597152000135,0;Substring;0,8333333333333334;3999,0;Associacao Privada
27;APM DA UME CIDADE DE SANTOS;6409;12;SEDUC;86378,4;14396,4;2024;APM DA UME CIDADE DE SANTOS;LOJA MACONICA CIDADE DE SANTOS N 4452;55673974000128,0;Substring;0,5925925925925926;3999,0;Associacao Privada
93;ASSISTÊNCIA À INFÂNCIA DE SANTOS GOTA DE LEITE;6417;12;SEDUC;1894903,83;440675,31;2024;ASSISTENCIA A INFANCIA DE SANTOS GOTA DE LEITE;ASSISTENCIA A INFANCIA DE SANTOS GOTA DE LEITE;58222910000107,0;Exact;1,0;3999,0;Associacao Privada
190;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL;6421;13;SMS;360000,0;30000,0;2024;CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAAAO ESPECIAL SIMONE C HORCEL;CENTRO INTERDISCIPLINAR DE EDUCACAO ESPECIAL SIMONE C HORCEL;26841083000135,0;Fuzzy;0,9147286821705426;3999,0;Associacao Privada
203;EDUCANDÁRIO SANTISTA;6422;19;SEDS;688698,72;72933,19;2024;EDUCANDARIO SANTISTA;EDUCANDARIO SANTISTA;58247503000146,0;Exact;1,0;3999,0;Associacao Privada
468;LAR ESPÍRITA MENSAGEIROS DA LUZ;6423;19;SEDS;170063,7;14216,98;2024;LAR ESPIRITA MENSAGEIROS DA LUZ;LAR ESPIRITA MENSAGEIROS DA LUZ - PARALISIA CEREBRAL;46781142000134,0;Substring;0,6961538461538461;3999,0;Associacao Privada
57;APM DA UME MARTINS FONTES ;6427;12;SEDUC;29127,6;4854,6;2024;APM DA UME MARTINS FONTES;ACADEMIA SANTISTA DE LETRAS;48678387000166,0;Fuzzy;0,8085106382978723;3999,0;Associacao Privada
460;IHGS - INSTITUTO HISTÓRICO E GEOGRÁFICO DE SANTOS;6430;16;SECULT;120000,0;30000,0;2024;IHGS - INSTITUTO HISTORICO E GEOGRAFICO DE SANTOS;INSTITUTO HISTORICO E GEOGRAFICO DE SANTOS;58250358000152,0;Substring;0,8571428571428571;3999,0;Associacao Privada
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6432;19;SEDS;737008,07;61417,34;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
468;LAR ESPÍRITA MENSAGEIROS DA LUZ;6434;13;SMS;641860,68;53488,39;2024;LAR ESPIRITA MENSAGEIROS DA LUZ;LAR ESPIRITA MENSAGEIROS DA LUZ - PARALISIA CEREBRAL;46781142000134,0;Substring;0,6961538461538461;3999,0;Associacao Privada
480;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;6437;19;SEDS;522190,58;96360,48;2024;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO;58259433000146,0;Exact;1,0;3999,0;Associacao Privada
496;SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;6439;13;SMS;18048546,65;0,0;2024;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;61699567008843,0;Exact;1,0;3999,0;Associacao Privada
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6441;13;SMS;25097004,0;1796046,84;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
185;CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL;6446;29;SEFIN;6146688,0;445694,42;2024;CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZACAO PROFISSIONAL E SOCIAL;CENTRO DE APRENDIZAGEM E MOBILIZACAO PROFISSIONAL E SOCIAL - CAMPS;58253667000186,0;Fuzzy;0,8787878787878788;3999,0;Associacao Privada
473;ONG PATINHAS QUE BRILHAM;6455;24;SEMAM;50000,0;4166,0;2024;ONG PATINHAS QUE BRILHAM;ONG PATINHAS QUE BRILHAM;30851251000140,0;Exact;1,0;3301,0;Organizacao Social (OS)
560;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;6456;13;SMS;25097004,0;500000,0;2024;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE;44563716003511,0;Exact;1,0;3999,0;Associacao Privada
188;CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO;6459;19;SEDS;122096,72;9886,26;2024;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;CENTRO ESPIRITA BENEFICENTE 30 DE JULHO;58198128000191,0;Exact;1,0;3999,0;Associacao Privada
498;USC SAÚDE;6472;13;SMS;4129409,52;430146,83;2024;USC SAUDE;USC SAUDE;36123690000202,0;Exact;1,0;3301,0;Organizacao Social (OS)
107;ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS;6475;19;SEDS;274063,87;22838,66;2024;ASSOCIACAO CASA DA CRIANCA DE SANTOS;ASSOCIACAO CASA DA CRIANCA DE SANTOS;58218215000163,0;Exact;1,0;3999,0;Associacao Privada
596;INSTITUTO DEVIR EDUCOM;6476;30;SEMULHER;162286,0;21810,75;2024;INSTITUTO DEVIR EDUCOM;INSTITUTO DEVIR EDUCOM;30756002000176,0;Exact;1,0;3999,0;Associacao Privada
95;ASPP - ASSISTÃŠNCIA SOCIAL DA PONTA DA PRAIA;6479;12;SEDUC;1894903,83;224588,01;2024;ASPP - ASSISTASNCIA SOCIAL DA PONTA DA PRAIA;ASSISTENCIA SOCIAL DA PONTA DA PRAIA;60015070000145,0;Fuzzy;0,875;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;6481;19;SEDS;434693,14;36224,43;2024;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
181;CASA DO PARAPLÃ‰GICO DE SANTOS;6483;19;SEDS;722509,81;60209,15;2024;CASA DO PARAPLAGICO DE SANTOS;CASA DO PARAPLEGICO DE SANTOS;58263898000170,0;Fuzzy;0,9655172413793104;3999,0;Associacao Privada
