beneficiaria_id,beneficiaria_nome,id,secretaria_id,secretaria_sigla,valor_recurso,valor_repasse
521,APM DA UME SAMUEL AUGUSTO LEÃO DE MOURA,6348,12,SEDUC,29830.68,4971.78
53,APM DA UME LOURDES ORTIZ,6349,12,SEDUC,57652.56,9608.76
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,6350,19,SEDS,170063.70,11847.47
59,APM DA UME OLIVIA FERNANDES,6351,12,SEDUC,20891.52,3481.92
526,APM DA UME JUDOCA RICARDO SAMPAIO CARDOSO,6352,12,SEDUC,41582.16,6930.36
72,APM DA UME PROFESSORA MAGALI ALONSO,6353,12,SEDUC,13659.84,2276.64
182,CASA VÓ BENEDITA,6355,19,SEDS,676615.32,77624.69
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,6357,13,SMS,360000.00,29841.19
518,APM DA UME YARA NASCIMENTO SANTINI,6359,12,SEDUC,10044.00,3348
39,APM DA UME DR. NELSON DE TOLEDO PIZA,6360,12,SEDUC,19585.80,3264.3
61,APM DA UME PEDRO II,6361,12,SEDUC,70408.44,11734.74
79,APM DA UME OSWALDO JUSTO,6362,12,SEDUC,70006.68,11667.78
5,ASILO DE INVÁLIDOS DE SANTOS,6364,19,SEDS,663015.36,55251.28
67,APM DA UME PROFESSORA MARIA LUIZA ALONSO SILVAÂ ,6368,12,SEDUC,43289.64,7214.94
22,APM DA UME AUXILIADORA DA INSTRUÇÃO,6370,12,SEDUC,36437.04,6126.84
78,APM DA UME VINTE E OITO DE FEVEREIRO,6371,12,SEDUC,96924.60,16154.1
40,APM DA UME DR. PORCHAT DE ASSIS,6372,12,SEDUC,19384.92,3230.82
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,6375,13,SMS,20376267.70,250000
80,APM DA UME PADRE LEONARDO NUNES,6376,12,SEDUC,111890.16,18648.36
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,6377,13,SMS,20376267.70,2365626.61
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6378,19,SEDS,91257.88,7604.86
78,APM DA UME VINTE E OITO DE FEVEREIRO,6379,12,SEDUC,96924.60,16154.1
523,APM DA UME JOSÉ DA COSTA BARBOSA ,6381,12,SEDUC,13157.64,2192.94
6,SANTOS CONVENTION & VISITORS BUREAU,6382,20,SETUR,180000.00,24698.24
528,INSTITUTO ARTE NO DIQUE,6383,24,SEMAM,1793000.00,152290
528,INSTITUTO ARTE NO DIQUE,6384,31,SECOM,499230.00,124807.5
528,INSTITUTO ARTE NO DIQUE,6385,31,SECOM,490320.00,122580
52,APM DA UME LEONOR MENDES DE BARROS,6386,12,SEDUC,23000.76,3833.46
524,APM DA UME PREFEITO PAULO GOMES BARBOSA,6387,12,SEDUC,53835.84,8972.64
475,VIDAS RECICLADAS,6388,19,SEDS,695947.19,73700.81
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6389,19,SEDS,274063.87,4925.21
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6390,19,SEDS,980581.86,54786
542,APM DA UME PROFESSORA MARIA LÚCIA PRANDI,6391,12,SEDUC,14162.04,2360.34
62,APM DA UME PREFEITO ESMERALDO TARQUÍNIO,6392,12,SEDUC,72115.92,12019.32
58,APM DA UME NOEL GOMES FERREIRA,6393,12,SEDUC,17376.12,2896.02
175,ASSOCIAÇÃO PROMOCIONAL SOL NASCENTE,6394,13,SMS,12000.00,5800
74,APM DA UME PROFESSORA THEREZINHA DE JESUS SIQUEIRA PIMENTEL,6395,12,SEDUC,68600.52,11433.42
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,6396,13,SMS,192960.00,16080
203,EDUCANDÁRIO SANTISTA,6397,19,SEDS,368594.24,53671.93
16,GALP - GRUPO AMIGO DO LAR POBRE,6398,19,SEDS,146058.79,16580.42
94,AMEM - ASSISTÊNCIA AO MENOR ENFERMO MENTAL,6399,12,SEDUC,1858953.60,439643.52
46,APM DA UME GOTA DE LEITE,6400,12,SEDUC,30031.56,5005.26
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6401,19,SEDS,28096.47,683.67
56,APM DA UME LYDIA FEDERICI,6402,12,SEDUC,13157.64,2192.94
41,APM DA UME EDMÉA LADEVIG,6403,12,SEDUC,43490.52,7248.42
537,APM DA UME JOSÉ BONIFÁCIO,6404,12,SEDUC,34852.68,5808.78
573,ICA - INSTITUTO CONSTRUINDO O AMANHÃ,6405,31,SECOM,498420.00,41535
55,APM DA UME LUIZ CARLOS PRESTES,6407,12,SEDUC,20188.44,3364.74
35,APM DA UME DR ALCIDES LOBO VIANA,6408,12,SEDUC,24105.60,4017.6
27,APM DA UME CIDADE DE SANTOS,6409,12,SEDUC,86378.40,14396.4
86,APM DA UME PROFESSORA EMÍLIA MARIA REIS,6410,12,SEDUC,59159.16,9859.86
19,APM DA UME DR. JOSÉ CARLOS DE AZEVEDO JÚNIOR,6411,12,SEDUC,82159.92,13693.32
69,APM DA UME PROFESSOR ANTÔNIO DE OLIVEIRA PASSOS SOBRINHO,6412,12,SEDUC,24507.36,4084.56
30,APM DA UME DEPUTADO RUBENS LARA,6413,12,SEDUC,66893.04,11148.84
525,APM DA UME PROFESSORA MARIA LUIZA SIMÕES RIBEIRO,6415,12,SEDUC,16271.28,2711.88
85,APM DA UME PROFESSOR WALDERY DE ALMEIDA,6416,12,SEDUC,48713.40,8118.9
93,ASSISTÊNCIA À INFÂNCIA DE SANTOS GOTA DE LEITE,6417,12,SEDUC,1894903.83,440675.30999999994
71,APM DA UME PROFESSORA IVETA MESQUITA NOGUEIRA,6419,12,SEDUC,15066.00,2511
38,APM DA UME DR. FERNANDO COSTA,6420,12,SEDUC,50019.12,8336.52
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,6421,13,SMS,360000.00,30000
203,EDUCANDÁRIO SANTISTA,6422,19,SEDS,688698.72,72933.19
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,6423,19,SEDS,170063.70,14216.98
65,APM DA UME PROFESSOR MÃRIO DE ALMEIDA ALCÃ‚NTARA,6424,12,SEDUC,76233.96,12705.66
36,APM DA UME DR JOSÉ DA COSTA E SILVA SOBRINHO,6425,12,SEDUC,44997.12,7499.52
29,APM DA UME COLÉGIO SANTISTA,6426,12,SEDUC,68098.32,11349.72
57,APM DA UME MARTINS FONTES ,6427,12,SEDUC,29127.60,4854.6
24,APM DA UME BARÃO DO RIO BRANCO ,6428,12,SEDUC,48512.52,8085.42
460,IHGS - INSTITUTO HISTÓRICO E GEOGRÁFICO DE SANTOS,6430,16,SECULT,120000.00,30000
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,6432,19,SEDS,737008.07,61417.34
70,APM DA UME PROFESSOR ANTONIO DEMÃ“STENES DE SOUZA BRITTO,6433,12,SEDUC,44394.48,7399.08
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,6434,13,SMS,641860.68,53488.39
536,APM DA UME PROFESSOR PEDRO CRESCENTI,6435,12,SEDUC,91299.96,15216.66
76,APM DA UME RURAL MONTE CABRÃO,6436,12,SEDUC,23402.52,3900.42
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,6437,19,SEDS,522190.58,96360.48
66,APM DA UME PROFESSORA MARIA CARMELITA PROOST VILLAÇA,6438,12,SEDUC,18782.28,3130.38
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,6439,13,SMS,18048546.65,0
23,APM DA UME PROFESSOR AVELINO DA PAZ VIEIRA,6440,12,SEDUC,34250.04,5708.34
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,6441,13,SMS,25097004.00,1796046.84
533,APM DA UME DOS ANDRADAS I,6442,12,SEDUC,32646.00,5440.5
26,APM DA UME CELY DE MOURA NEGRINI,6443,12,SEDUC,46302.84,7717.14
63,APM DA UME PROFESSOR FLORESTAN FERNANDES,6444,12,SEDUC,9792.90,9792.9
47,APM DA UME HILDA D ONÓFRIO PAPA,6445,12,SEDUC,4921.56,820.26
185,CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL,6446,29,SEFIN,6146688.00,445694.42
82,APM DA UME PADRE WALDEMAR VALLE MARTINS,6447,12,SEDUC,23201.64,3866.94
83,APM DA UME OLAVO BILAC,6449,12,SEDUC,57250.80,9541.8
21,APM DA UME AYRTON SENNA DA SILVA,6450,12,SEDUC,56346.84,9391.14
33,APM DA UME DOUTOR CYRO DE ATHAYDE CARNEIRO,6451,12,SEDUC,22699.44,3783.24
519,APM DA UME EUNICE CALDAS,6452,12,SEDUC,18882.72,3147.12
37,APM DA UME DR. DINO BUENO,6453,12,SEDUC,40678.20,6779.7
473,ONG PATINHAS QUE BRILHAM,6455,24,SEMAM,50000.00,4166
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,6456,13,SMS,25097004.00,500000
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6459,19,SEDS,122096.72,9886.26
64,APM DA UME PROFESSOR JOÃO PAPA SOBRINHO,6469,12,SEDUC,35957.52,5992.92
498,USC SAÚDE,6472,13,SMS,4129409.52,430146.83
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6475,19,SEDS,274063.87,22838.66
596,INSTITUTO DEVIR EDUCOM,6476,30,SEMULHER,162286.00,21810.75
599,"AEECS - ASSOCIAÇÃO ESPORTIVA, EDUCACIONAL, CULTURAL E SOCIAL FORMANDO CIDADÃO",6477,23,SEMES,249408.00,35560
95,ASPP - ASSISTÃŠNCIA SOCIAL DA PONTA DA PRAIA,6479,12,SEDUC,1894903.83,224588.01
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6481,19,SEDS,434693.14,36224.43
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6483,19,SEDS,722509.81,60209.15
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6484,19,SEDS,122096.72,3043.78
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6485,19,SEDS,122096.72,9886.26
203,EDUCANDÁRIO SANTISTA,6486,19,SEDS,368594.24,53671.93
16,GALP - GRUPO AMIGO DO LAR POBRE,6487,19,SEDS,63047.57,11127.9
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6488,13,SMS,36880.56,36880.56
203,EDUCANDÁRIO SANTISTA,6489,19,SEDS,688698.72,72933.19
103,ASSOCIAÇÃO BRASILEIRA DE APOIO E COMBATE AO CÂNCER INFANTO JUVENIL - ABRACCII,6490,13,SMS,239400.00,19950
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,6491,12,SEDUC,6934333.73,1612635.75
466,LAR DAS MOÇAS CEGAS,6492,13,SMS,1009717.32,84143.11
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,6494,13,SMS,192960.00,16080
119,CEREX - ASSOCIAÇÃO DE PAIS PRÓ CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,6495,13,SMS,132012.00,33003
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,6497,12,SEDUC,1769030.28,418731.12
100,INSTITUTO OSVALDO DE ROSIS,6498,23,SEMES,249408.00,41568
202,EDUCANDÁRIO ANÁLIA FRANCO,6499,19,SEDS,429921.36,46574.81
202,EDUCANDÁRIO ANÁLIA FRANCO,6500,19,SEDS,429921.36,46574.81
453,GBMAR - GRUPAMENTO DE BOMBEIRO MARÍTIMO,6501,17,SESEG,0.00,6000
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,6502,30,SEMULHER,305800.00,0
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,6504,12,SEDUC,1679106.96,397818.72
573,ICA - INSTITUTO CONSTRUINDO O AMANHÃ,6507,31,SECOM,498420.00,41535
90,ABRACE - ASSOCIAÇÃO BRASILEIRA DE ARTES CÊNICAS,6509,16,SECULT,656448.00,328224
172,ASSOCIAÇÃO FILANTRÓPICA CATÓLICA ORTODOXA,6510,12,SEDUC,1338057.92,311176.26
197,CRECHE COMUNITÁRIA AMIGOS UNIDADE 2,6511,12,SEDUC,1780867.19,414155.16000000003
202,EDUCANDÁRIO ANÁLIA FRANCO,6512,12,SEDUC,2406460.94,559642.08
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6513,30,SEMULHER,247500.00,0
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6514,19,SEDS,434693.14,36224.43
520,APM DA UME PADRE LÚCIO FLORO,6515,12,SEDUC,21393.72,3565.62
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6516,19,SEDS,722509.81,60209.15
102,ASSOCIAÇÃO BENEFICENTE SONY BARSOTTI MEY,6517,12,SEDUC,391548.93,91057.89
493,SOCIEDADE FILANTRÓPICA DAMASCO,6522,12,SEDUC,592420.76,137772.27
203,EDUCANDÁRIO SANTISTA,6523,12,SEDUC,4410849.14,1025778.87
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6524,19,SEDS,28096.47,2341.37
5,ASILO DE INVÁLIDOS DE SANTOS,6525,19,SEDS,663015.36,55251.28
186,CECAJAS - CENTRO DE CAPACITAÇÃO DE JOVENS E ADULTOS DE SANTOS,6526,12,SEDUC,1050210.54,244235.01
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6527,19,SEDS,28096.47,2341.37
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6528,19,SEDS,91257.88,7604.82
113,ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ INFÃ‚NCIA ESTRELA GUIA,6529,12,SEDUC,1059913.02,246491.40000000002
204,ESCOLA PORTUGUESA,6530,12,SEDUC,825872.64,192063
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,6531,19,SEDS,91257.88,7604.82
109,ASSOCIAÇÃO CASA DE ESTAR DE SANTOS,6533,12,SEDUC,1103512.18,256630.74
111,ASSOCIAÃ‡ÃƒO CRISTÃƒ BENEFICENTE EURÃPEDES BARSANULFO,6534,12,SEDUC,1038174.97,241436.03999999998
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,6535,12,SEDUC,2809277.93,662481.36
575,INSTITUTO INOVARE - SOLUÇÕES SOCIOAMBIENTAIS (SANTOS LIXO ZERO),6536,24,SEMAM,55000.00,55000
473,ONG PATINHAS QUE BRILHAM,6537,24,SEMAM,50000.00,4170
528,INSTITUTO ARTE NO DIQUE,6538,16,SECULT,355704.00,88926
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6541,12,SEDUC,4481851.68,1051452
202,EDUCANDÁRIO ANÁLIA FRANCO,6542,12,SEDUC,2406460.94,531064.16
457,INSTITUIÇÃO DE ASSISTÊNCIA À CRIANÇA PROFESSORA EDNA SOUZA - IACPES,6543,12,SEDUC,1336663.43,310851.96
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,6545,13,SMS,20376267.70,500000
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,6546,13,SMS,20376267.70,2964269.9899999998
539,ASSOCIAÇÃO BALÉ DA CIDADE DE SANTOS,6547,16,SECULT,747000.00,373500
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,6548,12,SEDUC,3117880.08,732417.12
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,6550,30,SEMULHER,305800.00,67922
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,6551,12,SEDUC,449179.66,1347538.98
467,LAR ESPÍRITA MARIA MÁXIMO,6552,12,SEDUC,577228.69,134239.23
566,ONG AMIGOS DO TOBÍAS,6553,24,SEMAM,30000.00,7496.7
98,ASSOCIAÃ‡ÃƒO BENEFICENTE ÃGAPE,6555,12,SEDUC,1020963.28,237433.32
177,ASSOCIAÇÃO SOCIAL SAGRADA FAMÍLIA,6557,12,SEDUC,4022721.42,935516.61
466,LAR DAS MOÇAS CEGAS,6558,12,SEDUC,4122158.40,967802.3999999999
206,FUNDAÇÃO PAULO GOMES BARBOSA - PAGOBA,6560,12,SEDUC,546022.56,126981.99
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6561,12,SEDUC,1437120.11,334214.18
192,COMUNIDADE ASSISTENCIAL ESPÍRITA LAR VENERANDA,6562,12,SEDUC,1102101.05,256302.57
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,6563,19,SEDS,170063.70,14216.98
201,CRUZADA DAS SENHORAS CATÓLICAS,6564,12,SEDUC,1811100.14,421186.07999999996
171,ASSOCIAÇÃO FÁBRICA DE SOLIDARIEDADE,6565,12,SEDUC,701917.25,163236.57
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6566,12,SEDUC,5202123.66,1209796.2000000002
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,6567,19,SEDS,324315.75,28828.06
534,ONG VIVA BICHO,6568,24,SEMAM,19980.00,0
182,CASA VÓ BENEDITA,6569,19,SEDS,676615.32,77624.69
557,ASSOCIAÇÃO IN PHOCCUS DE DANÇA,6570,16,SECULT,371125.20,78348.65
170,ASSOCIAÇÃO ESPÍRITA SEARA DE JESUS,6571,13,SMS,11826.10,35478.3
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,6572,19,SEDS,522190.58,96360.48
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,6573,19,SEDS,737008.07,61417.34
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,6574,13,SMS,18048546.65,4504268.12
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6575,19,SEDS,274063.87,22838.66
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6576,19,SEDS,657432.44,54786.04
185,CAMPS - CENTRO DE APRENDIZAGEM E MOBILIZAÇÃO PROFISSIONAL E SOCIAL,6577,29,SEFIN,6146688.00,461830.22
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,6578,12,SEDUC,4481851.68,1051452
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,6579,13,SMS,18048546.65,600000
14,LIGA BENEFICENTE NOSSA SENHORA DA DIVINA PROVIDÊNCIA,6580,12,SEDUC,1380880.50,321135
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,6581,19,SEDS,676615.32,54786.04
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6582,12,SEDUC,1006000.00,167666.66
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6583,31,SECOM,262440.00,65610
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6584,12,SEDUC,252189.96,42031.66
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6585,12,SEDUC,271762.92,45293.82
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6586,12,SEDUC,252189.96,42031.66
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6587,12,SEDUC,271762.92,45293.82
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6588,19,SEDS,434693.14,36224.43
181,CASA DO PARAPLÃ‰GICO DE SANTOS,6589,19,SEDS,722509.81,60209.15
596,INSTITUTO DEVIR EDUCOM,6590,30,SEMULHER,162286.00,18760.75
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,6591,30,SEMULHER,247500.00,61872.990000000005
194,CONCIDADANIA - CONSCIÃŠNCIA PELA CIDADANIA,6592,30,SEMULHER,305800.00,0
127,ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA MÁGICA,6593,12,SEDUC,2271536.75,528264.36
469,LAR EVANGÃ‰LICO DE AMPARO Ã€ VELHICE,6594,19,SEDS,710373.60,59197.8
466,LAR DAS MOÇAS CEGAS,6595,12,SEDUC,4122158.40,967802.3999999999
531,FUNDAÇÃO PINACOTECA BENEDICTO CALIXTO,6602,16,SECULT,240000.00,60000
560,INSTITUTO NACIONAL DE PESQUISA E GESTAO EM SAUDE - INSAUDE,6603,13,SMS,25097004.00,1783599.69
457,INSTITUIÇÃO DE ASSISTÊNCIA À CRIANÇA PROFESSORA EDNA SOUZA - IACPES,6605,12,SEDUC,1336663.43,295215.44
471,MUSEU DE ARTE SACRA DE SANTOS - MASS,6607,16,SECULT,120000.00,30000
