beneficiaria_id,beneficiaria_nome,id,secretaria_id,secretaria_sigla,valor_recurso,valor_repasse
192,COMUNIDADE ASSISTENCIAL ESPÍRITA LAR VENERANDA,253,12,SEDUC,760545.08,199190.38
467,LAR ESPÍRITA MARIA MÁXIMO,255,12,SEDUC,440666.10,115412.55
93,ASSISTÊNCIA À INFÂNCIA DE SANTOS GOTA DE LEITE,256,12,SEDUC,1344634.20,352166.1
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,258,24,SEMAM,80000.00,40000
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,259,17,SESEG,,0
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,260,17,SESEG,,16000
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,261,19,SEDS,86173.64,7181.13
14,LIGA BENEFICENTE NOSSA SENHORA DA DIVINA PROVIDÊNCIA,262,12,SEDUC,924590.52,242154.65999999997
119,CEREX - ASSOCIAÇÃO DE PAIS PRÓ CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,263,12,SEDUC,980827.62,252634.22999999998
113,ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ INFÃ‚NCIA ESTRELA GUIA,264,12,SEDUC,692081.20,181259.36
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,265,19,SEDS,455726.45,19019.82
123,ASSOCIAÇÃO DOS EX-ALUNOS DO COLÉGIO STELLA MARIS - CENTRO DE CONVIVÊNCIA SANTA RITA,267,12,SEDUC,236426.40,61921.2
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,268,17,SESEG,,16000
205,FUNDAÇÃO DO ABC,269,13,SMS,23158095.69,985125.26
5,ASILO DE INVÁLIDOS DE SANTOS,270,19,SEDS,569470.68,47455.89
206,FUNDAÇÃO PAULO GOMES BARBOSA - PAGOBA,271,12,SEDUC,402223.25,105344.18
38,APM DA UME DR. FERNANDO COSTA,273,12,SEDUC,2140.00,4280
527,VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL,275,30,SEMULHER,342984.00,25880.33
186,CECAJAS - CENTRO DE CAPACITAÇÃO DE JOVENS E ADULTOS DE SANTOS,276,12,SEDUC,334104.08,164557.21
172,ASSOCIAÇÃO FILANTRÓPICA CATÓLICA ORTODOXA,292,12,SEDUC,1128992.51,295688.51
457,INSTITUIÇÃO DE ASSISTÊNCIA À CRIANÇA PROFESSORA EDNA SOUZA - IACPES,293,12,SEDUC,833929.74,218410.16999999998
111,ASSOCIAÃ‡ÃƒO CRISTÃƒ BENEFICENTE EURÃPEDES BARSANULFO,294,12,SEDUC,624289.68,163504.44
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,298,19,SEDS,68770.45,5730.87
16,GALP - GRUPO AMIGO DO LAR POBRE,299,12,SEDUC,141855.84,37152.72
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,303,19,SEDS,158718.14,13226.51
169,ASSOCIAÇÃO EQUOTERAPIA,304,13,SMS,1045060.20,87088.35
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,305,12,SEDUC,3191304.72,830506.41
97,ASSOCIAÇÃO AMIGOS METROVIÁRIOS DOS EXCEPCIONAIS - AME,307,12,SEDUC,2768061.04,346007.63
493,SOCIEDADE FILANTRÓPICA DAMASCO,308,12,SEDUC,508444.65,133164.08000000002
475,VIDAS RECICLADAS,310,19,SEDS,419516.16,69919.36
95,ASPP - ASSISTÃŠNCIA SOCIAL DA PONTA DA PRAIA,311,12,SEDUC,837718.43,219402.45
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,312,12,SEDUC,2103839.16,546756.3
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,313,17,SESEG,,0
200,CRECHE MENINO JESUS,315,12,SEDUC,1069331.76,280063.08
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,319,13,SMS,402114.00,46913.3
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,321,19,SEDS,620807.95,51733.75
6,SANTOS CONVENTION & VISITORS BUREAU,322,20,SETUR,237870.48,19822.54
16,GALP - GRUPO AMIGO DO LAR POBRE,326,19,SEDS,191858.30,10734.23
202,EDUCANDÁRIO ANÁLIA FRANCO,327,19,SEDS,372482.96,12543.26
202,EDUCANDÁRIO ANÁLIA FRANCO,329,19,SEDS,372482.96,18496.99
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,330,19,SEDS,123175.58,10264.63
455,GRUPO DE APOIO À PREVENÇÃO À AIDS DA BAIXADA SANTISTA - GAPA/BS,331,13,SMS,220000.00,108000
127,ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA MÁGICA,332,12,SEDUC,1275670.12,334104.08
119,CEREX - ASSOCIAÇÃO DE PAIS PRÓ CENTRO DE RECUPERAÇÃO PARA EXCEPCIONAIS,336,13,SMS,132012.00,33003
52,APM DA UME LEONOR MENDES DE BARROS,337,12,SEDUC,7475.87,1976
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,338,12,SEDUC,1230385.74,317994.69
52,APM DA UME LEONOR MENDES DE BARROS,339,12,SEDUC,7475.87,1976
111,ASSOCIAÃ‡ÃƒO CRISTÃƒ BENEFICENTE EURÃPEDES BARSANULFO,340,12,SEDUC,624289.68,163504.44
52,APM DA UME LEONOR MENDES DE BARROS,341,12,SEDUC,10944.00,1824
542,APM DA UME PROFESSORA MARIA LÚCIA PRANDI,342,12,SEDUC,4379.20,1104
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,343,19,SEDS,455749.67,61587.79
542,APM DA UME PROFESSORA MARIA LÚCIA PRANDI,344,12,SEDUC,4379.20,1104
112,ASSOCIAÇÃO DE AMOR À CRIANÇA ARCANJO RAFAEL,345,12,SEDUC,9515558.56,2492170.1
542,APM DA UME PROFESSORA MARIA LÚCIA PRANDI,346,12,SEDUC,6576.00,1096
181,CASA DO PARAPLÃ‰GICO DE SANTOS,347,19,SEDS,228237.84,19019.82
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,348,13,SMS,18048546.65,2112915.43
498,USC SAÚDE,349,13,SMS,4129409.52,344117.46
475,VIDAS RECICLADAS,352,19,SEDS,638542.20,53211.85
181,CASA DO PARAPLÃ‰GICO DE SANTOS,353,19,SEDS,68770.46,5730.87
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,354,13,SMS,266484.60,22207.05
181,CASA DO PARAPLÃ‰GICO DE SANTOS,355,19,SEDS,158718.15,13226.51
205,FUNDAÇÃO DO ABC,356,13,SMS,23158095.69,1663196.37
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,357,13,SMS,18048546.65,175000
205,FUNDAÇÃO DO ABC,358,13,SMS,23158095.69,500000
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,359,19,SEDS,215977.31,17998.11
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,360,13,SMS,20376267.70,0
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,361,13,SMS,27560027.00,2159999
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,363,13,SMS,20376267.70,0
177,ASSOCIAÇÃO SOCIAL SAGRADA FAMÍLIA,368,12,SEDUC,2274748.56,595767.48
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,369,19,SEDS,112025.62,9335.47
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,370,13,SMS,192960.00,16080
190,CIEESH - CENTRO INTERDISCIPLINAR DE EDUCAÃ‡ÃƒO ESPECIAL SIMONE C HORCEL,373,12,SEDUC,1292775.26,334334.81
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,374,13,SMS,18048546.65,1785280.77
203,EDUCANDÁRIO SANTISTA,375,19,SEDS,631890.74,42154.22
202,EDUCANDÁRIO ANÁLIA FRANCO,376,19,SEDS,372482.96,12543.26
202,EDUCANDÁRIO ANÁLIA FRANCO,377,19,SEDS,372482.96,18496.99
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,380,30,SEMULHER,349842.74,52327.2
203,EDUCANDÁRIO SANTISTA,381,19,SEDS,126040.13,31510.03
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,382,12,SEDUC,2193072.24,569064.5700000001
75,APM DA UME REGINA ALTMAN,383,12,SEDUC,564.00,1128
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,385,19,SEDS,86173.64,7181.13
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,386,13,SMS,402114.00,20105.7
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,387,12,SEDUC,3014781.34,789585.59
38,APM DA UME DR. FERNANDO COSTA,388,12,SEDUC,2088.00,4176
201,CRUZADA DAS SENHORAS CATÓLICAS,389,12,SEDUC,1448966.86,379491.52
527,VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL,392,30,SEMULHER,342984.00,25880.33
107,ASSOCIAÇÃO CASA DA CRIANÇA DE SANTOS,393,12,SEDUC,1401317.82,367011.81
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,394,23,SEMES,39017.60,32567.6
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,397,23,SEMES,19707.00,14707
189,CENTRO ESPÍRITA ISMÊNIA DE JESUS,398,12,SEDUC,19517.76,19517.76
527,VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL,399,23,SEMES,127700.00,105050
38,APM DA UME DR. FERNANDO COSTA,400,12,SEDUC,2088.00,4176
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,401,24,SEMAM,80000.00,20000
62,APM DA UME PREFEITO ESMERALDO TARQUÍNIO,402,12,SEDUC,2880.00,5760
62,APM DA UME PREFEITO ESMERALDO TARQUÍNIO,403,12,SEDUC,2940.00,5880
62,APM DA UME PREFEITO ESMERALDO TARQUÍNIO,404,12,SEDUC,2940.00,5880
16,GALP - GRUPO AMIGO DO LAR POBRE,405,19,SEDS,191858.30,10734.23
462,INSTITUTO PROJETO KAFFE SPORT,406,23,SEMES,88013.00,88013
203,EDUCANDÁRIO SANTISTA,407,19,SEDS,338190.88,28182.57
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,408,19,SEDS,455726.45,19019.82
189,CENTRO ESPÍRITA ISMÊNIA DE JESUS,410,12,SEDUC,1543068.46,404136.97
169,ASSOCIAÇÃO EQUOTERAPIA,411,13,SMS,1045060.20,87088.35
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,412,23,SEMES,15550.00,12450
98,ASSOCIAÃ‡ÃƒO BENEFICENTE ÃGAPE,413,12,SEDUC,803542.19,210451.53
52,APM DA UME LEONOR MENDES DE BARROS,414,12,SEDUC,10944.00,1824
92,ASPPE - PESQUISA PREVENÇÃO E EDUCAÇÃO,415,19,SEDS,344891.64,57481.94
187,CENTRO DE CONVIVENCIA ESPERANÇA E VIDA - CCEV,416,12,SEDUC,927140.52,240697.91999999998
465,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTOS,418,13,SMS,8280000.00,8280000
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,419,19,SEDS,68770.46,5730.87
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,420,19,SEDS,158718.14,13226.51
172,ASSOCIAÇÃO FILANTRÓPICA CATÓLICA ORTODOXA,421,12,SEDUC,1128992.51,295688.52
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,422,19,SEDS,283303.80,23608.65
16,GALP - GRUPO AMIGO DO LAR POBRE,423,19,SEDS,191858.30,5253.96
120,APASEM - ASSOCIAÇÃO DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESTRELA DO MAR,426,12,SEDUC,916679.74,240082.78999999998
120,APASEM - ASSOCIAÇÃO DE PROMOÇÃO E ASSISTÊNCIA SOCIAL ESTRELA DO MAR,427,12,SEDUC,322740.80,123842.4
544,AVDS - ASSOCIAÇÃO DE VALORIZAÇÃO DO DESENVOLVIMENTO SOCIAL,428,23,SEMES,200000.00,124554.40000000001
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,429,13,SMS,18048546.65,1785280.77
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,430,19,SEDS,112025.62,9335.47
472,NUREX - NÚCLEO DE REABILITAÇÃO DO EXCEPCIONAL SÃO VICENTE DE PAULO,431,13,SMS,93950.64,23487.66
472,NUREX - NÚCLEO DE REABILITAÇÃO DO EXCEPCIONAL SÃO VICENTE DE PAULO,432,12,SEDUC,1818735.06,471023.87999999995
64,APM DA UME PROFESSOR JOÃO PAPA SOBRINHO,433,12,SEDUC,16704.00,2784
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,434,13,SMS,402114.00,33509.5
466,LAR DAS MOÇAS CEGAS,435,12,SEDUC,2941746.60,765145.95
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,436,19,SEDS,455726.45,19019.82
453,GBMAR - GRUPAMENTO DE BOMBEIRO MARÍTIMO,437,17,SESEG,,6000
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,440,12,SEDUC,2193072.24,569064.57
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,442,19,SEDS,68770.45,5730.87
94,AMEM - ASSISTÊNCIA AO MENOR ENFERMO MENTAL,443,12,SEDUC,1355164.80,350674.92000000004
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,444,19,SEDS,283303.80,23608.65
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,445,19,SEDS,158718.15,13226.51
475,VIDAS RECICLADAS,446,19,SEDS,419516.16,69919.36
470,LAR SANTO EXPEDITO,447,19,SEDS,620804.95,25866.88
47,APM DA UME HILDA D ONÓFRIO PAPA,448,12,SEDUC,,0
47,APM DA UME HILDA D ONÓFRIO PAPA,449,12,SEDUC,188.00,384
47,APM DA UME HILDA D ONÓFRIO PAPA,450,12,SEDUC,188.00,752
113,ASSOCIAÃ‡ÃƒO DE ASSISTÃŠNCIA Ã€ INFÃ‚NCIA ESTRELA GUIA,451,12,SEDUC,20000.00,20000
181,CASA DO PARAPLÃ‰GICO DE SANTOS,452,19,SEDS,228237.84,19019.82
468,LAR ESPÍRITA MENSAGEIROS DA LUZ,453,19,SEDS,123175.58,10264.63
78,APM DA UME VINTE E OITO DE FEVEREIRO,454,12,SEDUC,3736.00,6752
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,455,12,SEDUC,3191304.72,830506.4099999999
6,SANTOS CONVENTION & VISITORS BUREAU,458,20,SETUR,237870.48,19822.54
5,ASILO DE INVÁLIDOS DE SANTOS,466,19,SEDS,569470.68,47455.89
498,USC SAÚDE,467,13,SMS,4129409.52,344117.46
181,CASA DO PARAPLÃ‰GICO DE SANTOS,470,19,SEDS,,0
181,CASA DO PARAPLÃ‰GICO DE SANTOS,471,19,SEDS,68770.46,5730.87
531,FUNDAÇÃO PINACOTECA BENEDICTO CALIXTO,472,16,SECULT,120000.00,2666.67
181,CASA DO PARAPLÃ‰GICO DE SANTOS,475,19,SEDS,158718.15,13226.51
78,APM DA UME VINTE E OITO DE FEVEREIRO,476,12,SEDUC,3736.00,6752
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,477,13,SMS,77172.00,19293
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,479,12,SEDUC,2228618.22,534872.58
473,ONG PATINHAS QUE BRILHAM,481,24,SEMAM,60000.00,30000
203,EDUCANDÁRIO SANTISTA,482,19,SEDS,631890.74,42154.22
95,ASPP - ASSISTÃŠNCIA SOCIAL DA PONTA DA PRAIA,484,12,SEDUC,837718.43,219402.44
102,ASSOCIAÇÃO BENEFICENTE SONY BARSOTTI MEY,485,12,SEDUC,291748.72,76410.38
203,EDUCANDÁRIO SANTISTA,488,12,SEDUC,2478042.14,649011.02
205,FUNDAÇÃO DO ABC,489,13,SMS,2700118.67,0
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,490,13,SMS,66754999.00,2483429.69
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,491,13,SMS,66754999.00,8177903.31
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,492,13,SMS,66754999.00,1800000
125,NAPNE - ASSOCIAÇÃO DOS PORTADORES DE DEFICIÊNCIA MENTAL,494,13,SMS,192960.00,16080
169,ASSOCIAÇÃO EQUOTERAPIA,495,13,SMS,1045060.20,69670.68
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,496,17,SESEG,,16000
475,VIDAS RECICLADAS,497,19,SEDS,638542.20,53211.85
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,498,13,SMS,27560027.00,2159999
16,GALP - GRUPO AMIGO DO LAR POBRE,499,19,SEDS,191858.30,10734.23
16,GALP - GRUPO AMIGO DO LAR POBRE,500,19,SEDS,191858.30,5253.96
201,CRUZADA DAS SENHORAS CATÓLICAS,501,12,SEDUC,1448966.86,379491.31999999995
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,502,19,SEDS,97285.18,8107.1
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,503,19,SEDS,97285.18,8107.1
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,504,12,SEDUC,1384030.48,173003.81
202,EDUCANDÁRIO ANÁLIA FRANCO,506,19,SEDS,372482.96,12543.26
202,EDUCANDÁRIO ANÁLIA FRANCO,507,19,SEDS,372482.96,18496.99
496,SPDM - ASSOCIAÇÃO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,510,13,SMS,18048546.65,175000
205,FUNDAÇÃO DO ABC,516,13,SMS,23158095.69,333333.33
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,518,13,SMS,66754999.00,7200000
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,519,13,SMS,66754999.00,5413348.05
169,ASSOCIAÇÃO EQUOTERAPIA,520,13,SMS,87088.35,17417.67
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,522,13,SMS,520500.00,245800
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,523,12,SEDUC,2228618.22,579436.53
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,525,13,SMS,97015592.80,2670321.88
14,LIGA BENEFICENTE NOSSA SENHORA DA DIVINA PROVIDÊNCIA,526,12,SEDUC,924590.52,242154.65999999997
463,INSTITUTO SOCIAL HOSPITAL ALEMÃO OSWALDO CRUZ,527,13,SMS,66754999.00,7940988.95
477,PRÓ SAÚDE ASSOCIAÇÃO BENEFICENTE DE ASSISTÊNCIA SOCIAL E HOSPITALAR,528,13,SMS,97015592.80,500000
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,530,30,SEMULHER,450000.00,53462.75
528,INSTITUTO ARTE NO DIQUE,532,12,SEDUC,2435191.92,637788.3600000001
114,ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL EVOLUÇÃO,537,12,SEDUC,1384030.48,519011.43
203,EDUCANDÁRIO SANTISTA,538,19,SEDS,338190.88,28182.57
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,540,30,SEMULHER,450000.00,36139.75
542,APM DA UME PROFESSORA MARIA LÚCIA PRANDI,541,12,SEDUC,6576.00,1096
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,543,30,SEMULHER,450000.00,36139.75
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,548,30,SEMULHER,450000.00,36139.75
102,ASSOCIAÇÃO BENEFICENTE SONY BARSOTTI MEY,549,12,SEDUC,291748.72,76410.38
206,FUNDAÇÃO PAULO GOMES BARBOSA - PAGOBA,550,12,SEDUC,402223.25,105344.19
118,APAE - ASSOCIAÃ‡ÃƒO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SANTOS,552,19,SEDS,86173.64,7181.13
476,BOMBEIROS - PRIMEIRO SUBGRUPAMENTO DO 6Âº GB,553,17,SESEG,,16000
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,554,23,SEMES,,10033.26
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,556,12,SEDUC,1230385.74,317994.69
117,APAEA - ASSOCIAÇÃO DE PAIS AMIGOS E EDUCADORES DE AUTISTAS,559,13,SMS,77172.00,19293
519,APM DA UME EUNICE CALDAS,561,12,SEDUC,8370.67,2336
519,APM DA UME EUNICE CALDAS,562,12,SEDUC,8370.67,2336
196,CONSELHO CENTRAL DE SANTOS DA SOCIEDADE SÃƒO VICENTE DE PAULO,563,19,SEDS,215977.31,17998.11
127,ASSOCIAÇÃO EDUCACIONAL E ASSISTENCIAL CASA MÁGICA,564,12,SEDUC,1275670.12,334104.08
90,ABRACE - ASSOCIAÇÃO BRASILEIRA DE ARTES CÊNICAS,565,16,SECULT,,0
90,ABRACE - ASSOCIAÇÃO BRASILEIRA DE ARTES CÊNICAS,566,16,SECULT,656448.00,328224
497,UACEP - UNIÃO DE AMPARO À COMUNIDADE DE ESCOLAS PUBLICAS,567,30,SEMULHER,450000.00,36139.75
181,CASA DO PARAPLÃ‰GICO DE SANTOS,568,19,SEDS,20000.00,20000
480,SOCIEDADE AMIGA DOS POBRES ALBERGUE NOTURNO,569,19,SEDS,455749.67,61587.79
519,APM DA UME EUNICE CALDAS,570,12,SEDUC,8370.67,2336
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,573,30,SEMULHER,349842.74,26163.6
186,CECAJAS - CENTRO DE CAPACITAÇÃO DE JOVENS E ADULTOS DE SANTOS,574,12,SEDUC,628309.33,164557.2
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,575,12,SEDUC,10000.00,10000
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,576,12,SEDUC,20000.00,20000
478,PRÃ“ VIVER OBRAS SOCIAIS E EDUCACIONAIS,577,19,SEDS,97285.18,8107.1
203,EDUCANDÁRIO SANTISTA,579,19,SEDS,631890.74,42154.22
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,580,19,SEDS,112025.62,9335.47
207,FUNDAÇÃO SETTAPORT DE RESPONSABILIDADE SOCIAL E INTEGRAÇÃO PORTO CIDADE,581,24,SEMAM,80000.00,20000
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,582,13,SMS,300000.00,25000
188,CENTRO ESPÍRITA BENEFICENTE 30 DE JULHO,583,13,SMS,402114.00,33509.5
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,584,13,SMS,300000.00,25000
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,585,13,SMS,300000.00,25000
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,586,13,SMS,300000.00,25000
108,ASSOCIAÃ‡ÃƒO CASA DA ESPERANÃ‡A,587,13,SMS,300000.00,25000
115,ACES - ASSOCIAÇÃO DE CRIANÇAS ESPECIAIS DE SANTOS,588,12,SEDUC,677582.40,163453.74
97,ASSOCIAÇÃO AMIGOS METROVIÁRIOS DOS EXCEPCIONAIS - AME,589,12,SEDUC,2768061.04,1038022.89
527,VITAE DOMINI INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL,590,30,SEMULHER,342984.00,25880.33
