id_projeto;id_osc;cd_identificador_osc;tx_nome_projeto;tx_nome_status_projeto;dt_data_inicio_projeto;dt_data_fim_projeto;tx_link_projeto;nr_total_beneficiarios;nr_valor_captado_projeto;nr_valor_total_projeto;tx_nome_abrangencia_projeto;tx_nome_zona_atuacao;tx_descricao_projeto;tx_metodologia_monitoramento;ft_identificador_projeto_externo;tx_status_projeto_outro;edmu_cd_municipio;edmu_nm_municipio;eduf_cd_uf;eduf_nm_uf;tx_nome_subarea_atuacao;tx_nome_financiador;tx_orgao_concedente;tx_nome_origem_fonte_recursos_projeto;tx_nome_fonte_recursos_projeto;tx_nome_regiao_localizacao_projeto;tx_nome_objetivo_projeto;tx_nome_meta_projeto;id_osc_parceira;tx_nome_publico_beneficiado;nr_estimativa_pessoas_atendidas;tx_nome_tipo_parceria
30785;613219;9474791000166;Projeto Esportivo Educacional Settaport II - Guarujá;Projeto em andamento;2014-09-30 00:00:00;2015-10-15 00:00:00;;0;90000;30520256;;;O objetivo do projeto é democratizar o acesso ao esporte educacional, através das modalidades futebol e judô, desenvolvendo o prazer pela prática do esporte e melhorando as competências motoras/físicas, afetivas, sociais e cognitivas dos beneficiados.Considerando que a execução deste projeto irá beneficiar, prioritariamente, os estudantes regularmente matriculados, têm-se como plenamente adequado o enquadramento como desporto educacional , inclusive em razão da sua destinação, plenamente alinhada com a concepção dessa manifestação.;;LIE/MESP 2017;;;;;;;;;;;;;;;;;
1579766;614252;5661298000102;Parceria  722400;Finalizado;2009-12-23 00:00:00;2012-12-31 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=722400&Usr=guest&Pwd=guest;;32931822;51178239;;;Pesca responsável através do aprimoramento de medidas de mitigação para redução das capturas incidentais em pescarias e da padronização metodológica da coleta de dados a bordo.;;SICONV/MPOG 20-03-2019;;;;;;;;;;;;;;;;;
2607898;605477;4241216000108;Parceria  724430;Finalizado;2009-12-31 00:00:00;2011-03-24 00:00:00;https://www.convenios.gov.br/siconv/ConsultarProposta/ResultadoDaConsultaDeConvenioSelecionarConvenio.do?sequencialConvenio=724430&Usr=guest&Pwd=guest;;1781948;222851072;;;"Expedição pelas cidades atendidas pelo Programa Mais Cultura, determinadas pelo Ministério da Cultura, com o fim de potencializar a cultura participativa das comunidades na implantação dos Espaços Mais Cultura e Bibliotecas Mais Cultura.  O projeto será implantado por região, em três blocos, na seguinte seqüencia: Região Norte e Nordeste; Região Centro-Oeste; Região Sul e Sudeste.  Prevê-se um universo de 32 intervenções em locais que receberão alguma ação do Mais Cultura.  Para cumprir esses objetivos e realizar as ações, serão desenvolvidas as seguintes ferramentas: plataforma virtual do Oasis Mais Cultura;comunidade web e jogo virtual; vídeo de divulgação. Em cada uma das regiões serão realizadas as seguintes atividades:  ·01 palestra vivencial por cidade com a participação de técnicos da prefeitura, equipe da Representação Regional do MINC e instituições públicas e privadas.  ·Levantamento sinestésico na comunidade: reconhecimento de lideranças afetivas, talentos e recursos locais.  ·Formação de disseminadores: 1 Curso de formação por região do Brasil. Conteúdo: Curso de formação na metodologia.  ·Oasis, sendo os principais temas: Sensibilização e Mobilização Comunitária para Ação, Projetação Coletiva e Mutirão.  ·Supervisão da implantação dos OASIS: acompanhamento semanal via internet e visita durante a realização dos Oasis nas    cidades com Espaços e Bibliotecas Mais Cultura;  ·Encontro de comunidades: facilitação da programação do Encontro. Sugere-se realizar o evento durante o Encontro dos Pontos de Leitura ou dos Pontos de Cultura.";;SICONV/MPOG 20-03-2019;;;;;;;;;;;;;;;;;
31268;605145;4020776000124;Circulturando com cidadania;Arquivado, cancelado ou indeferido;2009-07-01 00:00:00;2011-06-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/091223;;0;423214;;;Conduzir Oficinas de Capacitação para 15 adolescentes inseridos no trabalho Institucional, utilizando as linguagens circenses atreladas as ferramentas do estudo e pesquisa, da expressão corporal e da criação coletiva, com o intuito de proporcionar ao final de doze meses, a criação de um espetáculo com 12 meses de circulação, que possibilite o acesso a esta arte em apresentações públicas e em teatro nos municípios do Estado de São Paulo.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
31936;638129;55673255000107;Aleluia! É Natal!;Arquivado, cancelado ou indeferido;2009-12-01 00:00:00;2010-01-17 00:00:00;http://versalic.cultura.gov.br/#/projetos/096062;;0;54348;;;"Pelo quinto ano consecutivo a PINCOTECA BENEDICTO CALIXTO apresenta o Projeto “ALELUIA! É NATAL!”. O espetáculo será realizado nos dias 06, 13 e 20 de dezembro, onde se apresentarão os corais Santistas: Unisanta-La Sallete, Líricos da Unisantos, Alfândega de Santos e Tirolli; de Cubatão: Fosfértil, Zanzalá e Grupo Vocal Jazz; de São Paulo: Voz Ativa e como convidado o Coral Da Boca Prá Fora da cidade de Tatuí. O Público apreciará gratuitamente nos jardins do Casarão.";;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
33479;606233;6115706000185;RESTAURO DE OBRAS DE BENEDICTO CALIXTO;Arquivado, cancelado ou indeferido;2010-06-06 00:00:00;2011-06-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/102594;;0;184041;;;Restauração de telas e desenhos sobre papel do pintor Benedicto Calixto, pertencente ao acervo da Fundação Pinacoteca Benedicto Calixto. As obras de Benedicto Calixto após a restauração voltarão à exposição permanente, juntamente com a coleção pertencente à Fundação.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
33880;606233;6115706000185;6º Aleluia, é Natal!;Finalizado;2010-09-10 00:00:00;2011-01-15 00:00:00;http://versalic.cultura.gov.br/#/projetos/105483;;24250;72750;;;Produzir, pelo 6º ano consecutivo, a tradicional apresentação de corais na Pinacoteca Benedito Calixto ?gALELUIA! É NATAL!?h, com entrada franca e shows de corais de Santos, Cubatão, e São Paulo.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
36802;909718;49946031000129;UNIDOS DOS MORROS - CARNAVAL 2014   ;Arquivado, cancelado ou indeferido;2014-01-07 00:00:00;2014-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/123946;;0;741000;;;Produção e realização do desfile do Grêmio Recreativo, Cultural e Escola de Samba Unidos dos Morros para o Carnaval 2013, na Passarela do Samba Dráuzio da Cruz, o Sambódromo da cidade de Santos, litoral do Estado de São Paulo. Um grande espetáculo cultural de música e danças coreografadas é o que se propõe neste Projeto.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
39452;606233;6115706000185;9° ALELUIA, É NATAL!;Finalizado;2014-01-07 00:00:00;2014-03-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/139089;;319209;319209;;;Pelo nono ano consecutivo, a Pinacoteca Benedicto Calixto apresenta o espetáculo de vozes ALELUIA, É NATAL! O evento terá a participação de corais de Santos, Cubatão e São Paulo e será realizado com entrada franca A Pinacoteca é um local valorizado na cidade de Santos. Sua sede é um belo casarão do início do século, restaurado e conservado como um dos últimos exemplares de moradias dos barões do café.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
41854;605145;4020776000124;ROTA CRIATIVA;Arquivado, cancelado ou indeferido;2015-07-31 00:00:00;2017-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/152472;;0;65384174;;;O projeto irá circular pelas 09 cidades que compoem a Baixada Santista . Serão 02 eventos em cada cidade totalizando 18 eventos no peródo de 12 meses . O objeto do projeto é reunir em um só evento as mais diversas manifestações culturais , teatro , cinema, dança , artesanato , culinária através de apresentações , exposições e oficinas . O evento será gratuito , e em local de fácil acesso, possibilitando a participação de toda população .;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
2675012;1060014;24547238000108;OFICINAS INSTITUTO RUDA;Arquivado, cancelado ou indeferido;2018-11-08 00:00:00;2020-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/184301;;0;1671180;;;Oficinas de Circo gratuitas para crianças, adolescentes e adultos buscando a transformação social através da arte. Atrair crianças e adolescentes práticas artísticas e culturais.;;SALICWEB/MINC;;;;;;;;;;;;;;;;;
2679361;638129;55673255000107;Arte na Pinacoteca ;Outro;2021-05-01 00:00:00;2021-12-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/211418;;0;0;;;O Projeto Arte na Pinacoteca está sendo proposto com a intenção de levar ao publico em geral, exposições, palestras e oficinas com a intenção de se levar ao público em geral: crianças, jovens, estudantes, professores e interessados uma rica programação. A Fundação, criada em 1986, tem por finalidade promover atividades culturais e abriga ainda o Centro de Documentação Benedito Calixto, que promove o levantamento e a catalogação das obras do pintor Benedito Calixto (1853-1927), que viveu durante muitos anos em Santos.;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
2677033;1060014;24547238000108;Plano Anual de Atividades 2020/2021 - Instituto Circo Rudá;Projeto em andamento;2020-01-01 00:00:00;2022-01-01 00:00:00;http://versalic.cultura.gov.br/#/projetos/193107;;0;3993670;;;O Instituto Circo Rudá é um projeto que busca colaborar com a transformação social por meio da realização de Oficinas de Circo gratuitas para crianças e jovens, com apresentação de resultado após o ano letivo, descortinando novas possibilidades profissionais, aprimorando suas capacidades e contribuindo com o desenvolvimento escolar e social dos participantes. Como contrapartida social o projeto apresenta ainda um circuito de oficinas nas mais diversas áreas cuturais como: produção cultural, captação de recursos, formação artística especializada, concepção cênica, construção de espetáculos, entre outros, para estudantes dos cursos de artes, professores e artistas.;;SALICWEB/MINC 06/2018;;;;;;;;;Recursos públicos;Parceria com o governo federal;;;;;;;
35593;606233;6115706000185;7° ALELUIA, É NATAL!;Finalizado;2011-08-04 00:00:00;2012-01-16 00:00:00;http://versalic.cultura.gov.br/#/projetos/113765;;24510;73510;;;A Associação de Amigos da Pinacoteca Benedicto Calixto apresenta a 7ª edição do Projeto Aleluia, é Natal! . O casarão da Pinacoteca Benedicto Calixto será o palco desta vibrante atração cultural que já faz parte do Calendário Cultural de Santos. Serão três dias onde 9 corais de Santos, Cubatão, São Paulo e Tatuí se apresentarão para cerca de 1200 pessoas. Além da apresentação de uma iluminação especial do Casarão para a época natalina.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
35869;909718;49946031000129;UNIDOS AO SABOR DO CAFÉ;Finalizado;2011-10-04 00:00:00;2012-03-30 00:00:00;http://versalic.cultura.gov.br/#/projetos/115209;;151000;753000;;;O GRÊMIO RECREATIVO CULTURAL E ESCOLA DE SAMBA UNIDOS DOS MORROS vai realizar através do projeto “UNIDOS AO SABOR DO CAFÉ“, na cidade de Santos no Litoral do Estado de São Paulo, o seu desfile de Carnaval, a Festa de maior concentração Popular e de maior Expressão Cultural do Brasil. O Carnaval de rua em Santos já foi considerado o segundo maior do Brasil nos anos 70.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
36854;606233;6115706000185;8° ALELUIA! É NATAL!;Finalizado;2012-08-20 00:00:00;2013-01-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/124361;;31000;31000;;;Um espetáculo que já se tornou programa obrigatório nos festejos natalinos na cidade de Santos, a Associação de Amigos da Pinacoteca apresenta o 8ª ALELUIA! É NATAL!. Serão dois dias de apresentações de corais de Santos e outros corais convidados para se apresentarem nos Jardins da Pinacoteca Benedicto Calixto.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
39776;909718;49946031000129;UNIDOS DOS MORROS - CARNAVAL 2015;Arquivado, cancelado ou indeferido;2015-01-10 00:00:00;2015-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/1410550;;0;699250;;;Tem este projeto o objetivo de realizar a apresentação do Grêmio Recreativo Cultural Escola de Samba Unidos dos Morros no desfile oficial de Carnaval da Cidade de Santos no ano de 2015. Novamente a Unidos dos Morros vem mostrar um grande espetáculo à população Santista e seus turistas, todo ele realizado pela comunidade dos Morros e com a participação gratuita de seus moradores.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
39836;606233;6115706000185;ALELUIA É NATAL! - 10ª EDIÇÃO;Finalizado;2014-12-18 00:00:00;2015-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/1410740;;14000;39215;;;A PINACOTECA BENEDITO CALIXTO apresenta a 10ª edição do espetáculo “ALELUIA! É NATAL!” Serão dois dias de apresentações de corais de Santos e outros Corais convidados para realizarem um show nos Jardins de seu Casarão Branco, com entrada franca à população santista e turistas.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
43205;1060014;24547238000108;Instituto Ruda;Finalizado;2016-12-14 00:00:00;2019-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/162184;;900000;1157300;;;Capacitar gratuitamente crianças, adolescentes e adultos buscando a transformação social através da arte. Atrair crianças e adolescentes práticas artísticas e culturais.Realizando Oficinas de Circo, Aéreo, Malabares e Artes Cênicas .;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
43820;909718;49946031000129;UNIDOS DOS MORROS - CARNAVAL 2018;Arquivado, cancelado ou indeferido;2017-02-14 00:00:00;2018-12-31 00:00:00;http://versalic.cultura.gov.br/#/projetos/164708;;0;509500;;;O projeto “UNIDOS DOS MORROS – CARNAVAL 2017” tem o objetivo de produzir o desfile do Grêmio Recreativo Cultural Escola de Samba Unidos dos Morros no desfile oficial de Carnaval da Cidade de Santos no ano de 2017. Novamente a Unidos dos Morros vem mostrar um grande espetáculo à população Santista e seus turistas, todo ele realizado pela comunidade dos Morros e com a participação gratuita de seus moradores.;;SALICWEB/MINC 03/2018;;;;;;;;;;;;;;;;;
